AnalysisTimestamp;Nome:;Amostra:;Operador:;Obs.:;Sequência:;C;Si;Mn;P;S;Cr;Mo;Ni;Cu;Al;As;B;Bi;Ce;Co;Mg;Nb;Pb;Sb;Sn;Ta;La;Ti;V;W;Zn;Zr;Se;N;Ca;Te;Fe
28.03.2018 13:32:13;teste;1213;JOSE;ASDFFGGH;123456;2.501;0.512;0.994;0.038;0.019;15.99;1.367;0.952;0.071;0.0091;0.0076;0.012;0;0;0.121;0;0.555;0.0015;0;0.0009;0;0;0.0044;0.318;0.126;0;0.0035;0;0.033;0.0001;0;76.37
